CustomerID,NumberOfOrders,TotalSpent,Segment
14542.0,1,103.25,Low Value
14543.0,21,2916.17,Medium Value
14544.0,2,2024.45,Medium Value
14546.0,9,2487.02,Medium Value
14547.0,9,3986.7400000000002,Medium Value
14548.0,2,652.8,Low Value
14549.0,1,289.24,Low Value
14550.0,2,765.62,Low Value
14551.0,2,186.23,Low Value
14552.0,1,165.07,Low Value
14553.0,5,859.27,Low Value
14554.0,4,2381.04,Medium Value
14555.0,2,324.14,Low Value
14557.0,2,0.0,
14560.0,24,2174.18,Medium Value
14561.0,3,1080.76,Medium Value
14562.0,22,4709.22,Medium Value
14565.0,6,3073.77,Medium Value
14566.0,1,1432.0,Medium Value
14567.0,3,1524.46,Medium Value
14569.0,1,227.39,Low Value
14570.0,2,218.06,Low Value
14572.0,10,2803.69,Medium Value
14573.0,13,1603.72,Medium Value
14576.0,1,35.400000000000006,Low Value
14577.0,4,859.71,Low Value
14578.0,1,168.63,Low Value
14581.0,1,138.6,Low Value
14582.0,1,114.11,Low Value
14583.0,5,1052.55,Medium Value
14584.0,5,1029.26,Medium Value
14585.0,1,157.05,Low Value
14586.0,3,134.16,Low Value
14587.0,10,1598.24,Medium Value
14589.0,1,39.75,Low Value
14591.0,4,1447.14,Medium Value
14592.0,3,570.46,Low Value
14593.0,3,617.99,Low Value
14594.0,2,379.83,Low Value
14595.0,6,1740.6,Medium Value
14597.0,2,883.15,Low Value
14598.0,1,221.97,Low Value
14600.0,1,393.33000000000004,Low Value
14601.0,1,213.96,Low Value
14603.0,1,660.0,Low Value
14606.0,128,11713.85,High Value
14607.0,17,11341.1,High Value
14608.0,4,1785.15,Medium Value
14609.0,4,601.56,Low Value
14616.0,3,406.08000000000004,Low Value
14618.0,4,538.59,Low Value
14619.0,2,379.51,Low Value
14620.0,3,393.28000000000003,Low Value
14621.0,6,1765.76,Medium Value
14622.0,1,320.58000000000004,Low Value
14623.0,6,869.35,Low Value
14624.0,2,225.85,Low Value
14625.0,5,848.48,Low Value
14626.0,7,2757.07,Medium Value
14627.0,1,-21.85,
14628.0,2,671.96,Low Value
14629.0,3,939.21,Low Value
14631.0,3,1006.98,Medium Value
14632.0,1,114.56,Low Value
14633.0,1,344.90000000000003,Low Value
14636.0,2,609.85,Low Value
14638.0,1,443.6,Low Value
14639.0,8,2952.34,Medium Value
14640.0,8,2042.15,Medium Value
14641.0,1,110.46,Low Value
14642.0,1,96.12,Low Value
14643.0,3,668.61,Low Value
14644.0,4,780.46,Low Value
14645.0,2,597.09,Low Value
14646.0,77,279489.02,High Value
14647.0,1,243.22,Low Value
14649.0,4,1417.29,Medium Value
14651.0,2,654.6,Low Value
14652.0,1,114.18,Low Value
14653.0,7,1947.55,Medium Value
14655.0,5,1930.15,Medium Value
14656.0,2,291.05,Low Value
14657.0,5,838.27,Low Value
14658.0,2,247.15,Low Value
14659.0,12,2456.53,Medium Value
14660.0,2,285.74,Low Value
14661.0,1,107.95,Low Value
14662.0,4,771.17,Low Value
14664.0,2,637.89,Low Value
14665.0,7,1258.38,Medium Value
14666.0,1,195.25,Low Value
14667.0,27,9231.2,High Value
14669.0,3,1269.99,Medium Value
14670.0,2,411.53,Low Value
14672.0,2,765.55,Low Value
14673.0,5,1736.4,Medium Value
14675.0,1,604.75,Low Value
14676.0,8,2543.2400000000002,Medium Value
14679.0,1,-2.55,
14680.0,23,26932.34,High Value
14681.0,3,498.95,Low Value
14682.0,2,52.0,Low Value
14684.0,5,1236.28,Medium Value
14687.0,1,628.38,Low Value
14688.0,27,5107.38,High Value
14689.0,1,112.8,Low Value
14690.0,3,358.61,Low Value
14691.0,5,2114.33,Medium Value
14692.0,5,582.05,Low Value
14693.0,1,172.9,Low Value
14696.0,9,2070.97,Medium Value
14697.0,2,188.60999999999999,Low Value
14698.0,5,1250.76,Medium Value
14699.0,1,109.13000000000001,Low Value
14700.0,3,2235.3,Medium Value
14701.0,12,2486.2200000000003,Medium Value
14702.0,18,3250.64,Medium Value
14703.0,1,318.17,Low Value
14704.0,9,1546.91,Medium Value
14705.0,1,179.0,Low Value
14708.0,4,1096.67,Medium Value
14709.0,14,4911.14,Medium Value
14710.0,4,606.13,Low Value
14711.0,12,2838.2,Medium Value
14712.0,3,917.07,Low Value
14713.0,12,2664.2599999999998,Medium Value
14714.0,1,160.19,Low Value
14715.0,4,867.38,Low Value
14716.0,2,329.68,Low Value
14719.0,6,1592.18,Medium Value
14720.0,3,663.81,Low Value
14722.0,1,187.92000000000002,Low Value
14723.0,6,1158.3,Medium Value
14725.0,1,718.08,Low Value
14727.0,1,268.58,Low Value
14729.0,1,313.49,Low Value
14730.0,8,2005.06,Medium Value
14731.0,3,380.02,Low Value
14732.0,10,2686.34,Medium Value
14733.0,15,9451.54,High Value
14735.0,34,5807.6900000000005,High Value
14737.0,3,1164.55,Medium Value
14738.0,9,1289.94,Medium Value
14739.0,8,3899.1,Medium Value
14740.0,4,1423.21,Medium Value
14741.0,6,1400.34,Medium Value
14744.0,9,1088.53,Medium Value
14745.0,6,1167.16,Medium Value
14747.0,2,294.3,Low Value
14748.0,6,1311.79,Medium Value
14752.0,1,389.64,Low Value
14753.0,1,563.15,Low Value
14754.0,2,638.05,Low Value
14755.0,12,4965.38,Medium Value
14756.0,1,738.96,Low Value
14757.0,1,420.5,Low Value
14758.0,4,1484.06,Medium Value
14759.0,3,1625.97,Medium Value
14760.0,2,53.8,Low Value
14761.0,2,255.9,Low Value
14762.0,1,300.52,Low Value
14764.0,2,250.55,Low Value
14765.0,3,254.11,Low Value
14766.0,8,2423.07,Medium Value
14768.0,3,139.5,Low Value
14769.0,10,10641.6,High Value
14770.0,2,876.42,Low Value
14772.0,1,139.26,Low Value
14775.0,3,1011.9,Medium Value
14776.0,13,2195.58,Medium Value
14777.0,2,-17.45,
14778.0,2,730.86,Low Value
14779.0,3,386.15,Low Value
14780.0,2,447.68,Low Value
14782.0,1,200.10000000000002,Low Value
14784.0,2,289.99,Low Value
14785.0,2,77.4,Low Value
14788.0,2,679.4399999999999,Low Value
14789.0,1,197.64,Low Value
14790.0,4,745.06,Low Value
14792.0,2,0.0,
14793.0,2,214.14,Low Value
14794.0,9,1272.11,Medium Value
14795.0,1,131.45000000000002,Low Value
14796.0,27,7839.51,High Value
14798.0,3,173.74,Low Value
14799.0,1,157.7,Low Value
14800.0,16,4236.34,Medium Value
14801.0,1,193.14,Low Value
14803.0,3,845.55,Low Value
14804.0,1,353.27,Low Value
14805.0,4,554.65,Low Value
14806.0,1,193.39000000000001,Low Value
14808.0,15,2175.37,Medium Value
14810.0,11,2087.88,Medium Value
14813.0,2,155.43,Low Value
14815.0,2,778.5,Low Value
14816.0,1,271.85,Low Value
14817.0,2,1110.34,Medium Value
14818.0,3,657.8,Low Value
14819.0,2,272.07,Low Value
14820.0,4,507.29,Low Value
14821.0,1,48.800000000000004,Low Value
14823.0,3,321.43,Low Value
14824.0,4,1127.71,Medium Value
14825.0,12,2226.91,Medium Value
14828.0,3,2139.76,Medium Value
14829.0,6,644.65,Low Value
14830.0,1,197.13,Low Value
14834.0,8,1698.35,Medium Value
14836.0,3,102.44999999999999,Low Value
14837.0,5,1641.2,Medium Value
14840.0,1,62.85,Low Value
14841.0,6,3295.76,Medium Value
14842.0,8,2456.8,Medium Value
14844.0,4,3189.81,Medium Value
14847.0,1,309.4,Low Value
14849.0,28,7904.28,High Value
14850.0,2,278.15,Low Value
14851.0,2,511.35,Low Value
14852.0,6,2836.69,Medium Value
14853.0,3,463.05,Low Value
14854.0,8,2749.89,Medium Value
14855.0,2,645.65,Low Value
14856.0,3,1311.3799999999999,Medium Value
14857.0,3,1165.65,Medium Value
14859.0,5,1352.04,Medium Value
14860.0,2,168.62,Low Value
14861.0,1,125.79,Low Value
14862.0,2,841.1999999999999,Low Value
14863.0,1,266.76,Low Value
14865.0,2,52.2,Low Value
14866.0,13,14197.45,High Value
14867.0,4,701.33,Low Value
14868.0,9,2939.64,Medium Value
14869.0,3,721.95,Low Value
14870.0,1,327.25,Low Value
14871.0,4,522.38,Low Value
14873.0,1,519.68,Low Value
14875.0,5,1448.72,Medium Value
14878.0,9,1485.54,Medium Value
14880.0,3,706.19,Low Value
14881.0,1,255.4,Low Value
14882.0,2,589.7,Low Value
14883.0,7,756.64,Low Value
14885.0,1,765.3199999999999,Low Value
14886.0,1,364.8,Low Value
14887.0,1,1862.0,Medium Value
14888.0,1,369.2,Low Value
14889.0,1,135.9,Low Value
14890.0,1,125.65,Low Value
14891.0,2,554.38,Low Value
14893.0,2,1237.8500000000001,Medium Value
14894.0,1,655.75,Low Value
14895.0,24,11020.26,High Value
14896.0,2,468.77000000000004,Low Value
14897.0,4,1366.38,Medium Value
14898.0,8,1228.32,Medium Value
14901.0,10,1414.99,Medium Value
14902.0,2,314.11,Low Value
14903.0,10,2744.48,Medium Value
14904.0,2,1025.44,Medium Value
14905.0,3,599.9,Low Value
14907.0,10,3478.85,Medium Value
14908.0,1,277.8,Low Value
14910.0,7,389.86,Low Value
14911.0,248,132572.62,High Value
14912.0,3,841.52,Low Value
14913.0,4,1227.43,Medium Value
14915.0,3,258.83,Low Value
14916.0,5,1264.84,Medium Value
14918.0,2,1610.15,Medium Value
14920.0,2,977.77,Low Value
14921.0,2,1316.07,Medium Value
14923.0,1,749.1,Low Value
14924.0,1,310.05,Low Value
14929.0,1,223.88,Low Value
14930.0,3,2372.86,Medium Value
14931.0,6,964.6800000000001,Low Value
14932.0,1,363.53,Low Value
14934.0,3,1888.84,Medium Value
14935.0,1,1784.71,Medium Value
14936.0,9,8117.42,High Value
14937.0,4,1617.63,Medium Value
14944.0,14,5842.95,High Value
14946.0,1,100.9,Low Value
14947.0,2,290.82,Low Value
14948.0,7,1066.57,Medium Value
14950.0,2,361.25,Low Value
14951.0,1,311.69,Low Value
14952.0,15,7912.79,High Value
14953.0,1,289.82,Low Value
14954.0,1,336.17,Low Value
14957.0,1,58.49,Low Value
14958.0,3,499.68,Low Value
14959.0,5,684.97,Low Value
14960.0,2,221.27,Low Value
14961.0,12,7006.58,High Value
14962.0,1,126.7,Low Value
14963.0,5,1487.8,Medium Value
14964.0,1,206.21,Low Value
14965.0,2,599.0,Low Value
14966.0,1,191.32,Low Value
14967.0,1,463.8,Low Value
14968.0,1,147.59,Low Value
14970.0,4,1592.06,Medium Value
14971.0,3,1116.57,Medium Value
14972.0,1,114.77,Low Value
14973.0,3,1314.45,Medium Value
14974.0,1,114.39,Low Value
14975.0,1,279.94,Low Value
14976.0,8,765.86,Low Value
14978.0,5,1931.42,Medium Value
14981.0,1,102.12,Low Value
14984.0,2,213.27,Low Value
14985.0,2,296.75,Low Value
14987.0,2,326.4,Low Value
14988.0,1,334.54,Low Value
14995.0,2,233.23000000000002,Low Value
14997.0,4,540.98,Low Value
14998.0,2,429.87,Low Value
15000.0,1,490.52,Low Value
15002.0,4,1641.76,Medium Value
15004.0,1,1246.32,Medium Value
15005.0,35,6180.49,High Value
15006.0,1,502.09,Low Value
15007.0,1,156.91,Low Value
15009.0,3,1261.78,Medium Value
15010.0,1,308.94,Low Value
15012.0,2,423.04,Low Value
15014.0,2,260.17,Low Value
15016.0,1,170.04,Low Value
15017.0,1,125.58,Low Value
15018.0,4,456.26,Low Value
15019.0,1,266.0,Low Value
15021.0,13,1872.28,Medium Value
15022.0,4,905.04,Low Value
15023.0,12,6763.16,High Value
15024.0,10,1661.33,Medium Value
15025.0,1,377.01,Low Value
15026.0,3,469.0,Low Value
15027.0,6,1051.95,Medium Value
15028.0,4,627.13,Low Value
15030.0,2,518.28,Low Value
15031.0,4,668.14,Low Value
15032.0,5,4464.1,Medium Value
15033.0,11,2571.02,Medium Value
15034.0,11,4277.66,Medium Value
15035.0,1,252.73000000000002,Low Value
15036.0,3,465.55,Low Value
15038.0,7,665.59,Low Value
15039.0,52,19786.44,High Value
15041.0,1,180.35,Low Value
15042.0,1,135.93,Low Value
15043.0,1,537.0,Low Value
15044.0,22,7629.38,High Value
15045.0,3,633.66,Low Value
15046.0,16,5064.01,High Value
15047.0,1,343.62,Low Value
15048.0,5,380.57,Low Value
15049.0,1,121.17000000000002,Low Value
15050.0,5,1727.17,Medium Value
15051.0,3,1391.61,Medium Value
15052.0,1,215.78,Low Value
15053.0,3,697.79,Low Value
15054.0,2,302.1,Low Value
15057.0,2,1489.5,Medium Value
15058.0,11,2124.9900000000002,Medium Value
15059.0,11,1325.82,Medium Value
15060.0,4,303.09,Low Value
15061.0,55,54228.74,High Value
15062.0,4,987.86,Low Value
15063.0,1,370.79999999999995,Low Value
15065.0,6,3135.98,Medium Value
15066.0,2,760.59,Low Value
15067.0,3,1744.76,Medium Value
15068.0,2,553.36,Low Value
15069.0,1,1109.53,Medium Value
15070.0,1,106.2,Low Value
15071.0,2,982.07,Low Value
15073.0,4,612.43,Low Value
15074.0,1,748.87,Low Value
15075.0,1,773.03,Low Value
15076.0,1,880.85,Low Value
15078.0,38,9623.35,High Value
15079.0,5,893.66,Low Value
15081.0,6,487.35,Low Value
15083.0,1,88.2,Low Value
15087.0,1,306.94,Low Value
15088.0,3,1140.27,Medium Value
15089.0,6,2420.84,Medium Value
15090.0,1,381.32,Low Value
15091.0,2,476.96,Low Value
15092.0,2,457.81,Low Value
15093.0,9,4410.14,Medium Value
15095.0,5,1364.7,Medium Value
15096.0,1,219.39000000000001,Low Value
15097.0,1,248.08,Low Value
15098.0,5,649.5,Low Value
15099.0,1,410.48,Low Value
15100.0,6,635.1,Low Value
15101.0,3,310.03,Low Value
15103.0,2,703.36,Low Value
15104.0,3,1002.54,Medium Value
15105.0,7,2298.93,Medium Value
15106.0,7,1407.73,Medium Value
15107.0,8,247.66,Low Value
15108.0,5,1291.75,Medium Value
15109.0,2,463.75,Low Value
15110.0,7,970.25,Low Value
15111.0,3,1567.48,Medium Value
15113.0,4,3439.41,Medium Value
15114.0,10,2760.56,Medium Value
15115.0,1,340.11,Low Value
15116.0,4,1352.75,Medium Value
15117.0,6,1550.13,Medium Value
15118.0,1,244.8,Low Value
15119.0,1,266.4,Low Value
15120.0,2,343.82,Low Value
15121.0,2,457.72,Low Value
15122.0,6,1612.13,Medium Value
15123.0,2,2199.31,Medium Value
15124.0,2,184.19,Low Value
15125.0,23,11117.05,High Value
15127.0,1,406.53,Low Value
15128.0,8,1419.54,Medium Value
15129.0,11,3447.4,Medium Value
15130.0,1,330.11,Low Value
15132.0,5,977.9300000000001,Low Value
15133.0,3,982.42,Low Value
15134.0,8,1387.99,Medium Value
15135.0,2,127.15,Low Value
15136.0,5,1282.45,Medium Value
15139.0,2,178.96,Low Value
15140.0,8,2350.0,Medium Value
15142.0,1,498.74,Low Value
15143.0,1,259.45,Low Value
15144.0,18,6530.04,High Value
15145.0,4,1194.73,Medium Value
15146.0,3,1313.66,Medium Value
15147.0,2,608.65,Low Value
15148.0,1,301.29,Low Value
15149.0,1,520.8000000000001,Low Value
15150.0,11,5303.97,High Value
15152.0,16,4684.24,Medium Value
15153.0,1,329.25,Low Value
15154.0,2,240.27,Low Value
15156.0,3,961.49,Low Value
15157.0,5,1869.5,Medium Value
15158.0,1,401.40000000000003,Low Value
15159.0,34,18573.68,High Value
15160.0,1,158.16,Low Value
15163.0,2,304.47,Low Value
15164.0,3,843.05,Low Value
15165.0,1,487.75,Low Value
15167.0,1,163.0,Low Value
15168.0,1,106.56,Low Value
15171.0,2,1034.5,Medium Value
15172.0,5,1624.05,Medium Value
15174.0,1,135.75,Low Value
15175.0,1,224.14,Low Value
15178.0,1,40.5,Low Value
15179.0,7,2186.2,Medium Value
15180.0,1,87.5,Low Value
15181.0,5,680.28,Low Value
15182.0,2,622.85,Low Value
15184.0,2,406.76,Low Value
15185.0,1,310.62,Low Value
15186.0,2,411.41,Low Value
15187.0,18,4670.08,Medium Value
15189.0,53,15802.14,High Value
15192.0,3,1044.32,Medium Value
15193.0,1,499.32,Low Value
15194.0,22,7521.17,High Value
15195.0,1,3861.0,Medium Value
15197.0,5,656.44,Low Value
15198.0,2,193.64,Low Value
15199.0,4,1268.7,Medium Value
15201.0,11,927.84,Low Value
15203.0,6,1827.8,Medium Value
15204.0,1,316.58,Low Value
15205.0,3,648.8299999999999,Low Value
15206.0,4,420.29999999999995,Low Value
15208.0,6,867.62,Low Value
15210.0,1,331.18,Low Value
15211.0,2,894.4100000000001,Low Value
15212.0,2,88.94999999999999,Low Value
15213.0,3,325.05,Low Value
15214.0,8,1661.44,Medium Value
15215.0,6,615.99,Low Value
15216.0,1,96.6,Low Value
15218.0,11,5756.89,High Value
15219.0,1,305.75,Low Value
15220.0,7,1758.92,Medium Value
15221.0,2,114.1,Low Value
15222.0,1,585.0,Low Value
15223.0,3,454.90000000000003,Low Value
15224.0,3,310.48,Low Value
15225.0,1,409.40000000000003,Low Value
15226.0,1,154.41,Low Value
15227.0,5,1219.4,Medium Value
15228.0,5,3376.96,Medium Value
15230.0,2,429.6,Low Value
15232.0,2,612.06,Low Value
15234.0,1,197.0,Low Value
15235.0,12,2247.51,Medium Value
15236.0,1,321.05,Low Value
15237.0,4,1412.32,Medium Value
15238.0,5,1056.54,Medium Value
15239.0,3,764.34,Low Value
15240.0,7,1685.57,Medium Value
15241.0,9,1738.59,Medium Value
15243.0,1,316.68,Low Value
15244.0,2,631.57,Low Value
15245.0,3,2515.84,Medium Value
15246.0,2,514.15,Low Value
15247.0,1,356.0,Low Value
15249.0,15,6657.36,High Value
15251.0,15,10327.11,High Value
15252.0,2,740.78,Low Value
15253.0,6,915.3,Low Value
15254.0,1,300.36,Low Value
15255.0,1,890.85,Low Value
15256.0,1,98.45,Low Value
15257.0,2,232.14999999999998,Low Value
15258.0,2,623.16,Low Value
15260.0,8,1780.77,Medium Value
15261.0,1,254.82,Low Value
15262.0,1,178.95000000000002,Low Value
15263.0,1,156.51,Low Value
15264.0,1,393.74,Low Value
15265.0,2,1506.1200000000001,Medium Value
15266.0,1,119.3,Low Value
15267.0,5,1717.36,Medium Value
15269.0,1,408.8,Low Value
15270.0,9,2298.2,Medium Value
15271.0,16,2485.82,Medium Value
15272.0,2,721.94,Low Value
15274.0,2,716.57,Low Value
15275.0,2,609.19,Low Value
15276.0,1,135.31,Low Value
15277.0,1,255.89999999999998,Low Value
15279.0,2,277.40999999999997,Low Value
15280.0,1,113.12,Low Value
15281.0,12,2239.9500000000003,Medium Value
15286.0,1,240.55,Low Value
15287.0,3,485.24,Low Value
15288.0,5,2306.52,Medium Value
15289.0,4,935.1,Low Value
15290.0,21,7803.7699999999995,High Value
15291.0,20,4596.51,Medium Value
15292.0,1,180.94,Low Value
15296.0,10,3610.31,Medium Value
15297.0,4,635.04,Low Value
15298.0,14,3774.1,Medium Value
15299.0,11,3787.09,Medium Value
15300.0,1,496.44,Low Value
15301.0,14,5028.12,High Value
15303.0,1,574.02,Low Value
15304.0,10,680.3,Low Value
15306.0,3,1174.35,Medium Value
15307.0,1,205.3,Low Value
15308.0,2,302.27,Low Value
15311.0,118,59419.340000000004,High Value
15312.0,5,921.1,Low Value
15313.0,1,52.0,Low Value
15314.0,1,327.97,Low Value
15315.0,3,551.54,Low Value
15316.0,1,165.0,Low Value
15318.0,1,312.62,Low Value
15319.0,1,204.5,Low Value
15320.0,1,267.13,Low Value
15321.0,4,2650.73,Medium Value
15322.0,2,602.97,Low Value
15325.0,1,162.29,Low Value
15326.0,1,311.71,Low Value
15327.0,1,208.75,Low Value
15329.0,5,1005.5,Medium Value
15330.0,2,714.96,Low Value
15332.0,4,1661.06,Medium Value
15333.0,1,1028.56,Medium Value
15334.0,3,351.67,Low Value
15335.0,1,173.97,Low Value
15339.0,3,557.57,Low Value
15341.0,1,2020.52,Medium Value
15342.0,2,391.76,Low Value
15343.0,1,364.5,Low Value
15344.0,5,476.58,Low Value
15345.0,2,367.69,Low Value
15346.0,1,252.42000000000002,Low Value
15347.0,1,201.60000000000002,Low Value
15348.0,1,158.04,Low Value
15349.0,2,473.81,Low Value
15350.0,1,115.65,Low Value
15351.0,10,1862.14,Medium Value
15353.0,2,777.02,Low Value
15355.0,2,277.05,Low Value
15356.0,10,2766.5,Medium Value
15358.0,29,8234.8,High Value
15360.0,1,427.93,Low Value
15361.0,1,418.92,Low Value
15363.0,2,318.05,Low Value
15364.0,2,913.19,Low Value
15365.0,9,1330.45,Medium Value
15366.0,2,602.51,Low Value
15367.0,5,1867.69,Medium Value
15368.0,1,446.94000000000005,Low Value
15369.0,1,-1592.49,
15370.0,8,2360.55,Medium Value
15372.0,1,2007.3999999999999,Medium Value
15373.0,13,2213.11,Medium Value
15374.0,1,168.0,Low Value
15376.0,3,1233.3600000000001,Medium Value
15379.0,8,3631.8900000000003,Medium Value
15380.0,6,1682.3600000000001,Medium Value
15381.0,2,596.85,Low Value
15382.0,8,5927.86,High Value
15384.0,3,635.76,Low Value
15385.0,1,316.88,Low Value
15386.0,1,394.14,Low Value
15388.0,1,140.54,Low Value
15389.0,1,500.0,Low Value
15392.0,5,1515.73,Medium Value
15393.0,2,231.86,Low Value
15394.0,4,2183.54,Medium Value
15395.0,1,107.45,Low Value
15396.0,1,288.18,Low Value
15397.0,1,94.0,Low Value
15398.0,3,1339.63,Medium Value
15399.0,3,815.77,Low Value
15400.0,6,666.7,Low Value
15402.0,2,626.77,Low Value
15405.0,1,349.1,Low Value
15406.0,4,426.61,Low Value
15407.0,4,1056.44,Medium Value
15408.0,1,267.18,Low Value
15410.0,8,3450.84,Medium Value
15411.0,5,1346.38,Medium Value
15412.0,1,190.53,Low Value
15414.0,3,774.9000000000001,Low Value
15415.0,1,572.8100000000001,Low Value
15416.0,5,3974.37,Medium Value
15417.0,1,508.8,Low Value
15419.0,1,135.86,Low Value
15421.0,4,950.36,Low Value
15422.0,2,97.7,Low Value
15423.0,1,43.5,Low Value
15424.0,2,383.34,Low Value
15426.0,7,1429.9,Medium Value
15427.0,3,1483.14,Medium Value
15428.0,1,93.78,Low Value
15429.0,3,364.90000000000003,Low Value
15432.0,1,171.19,Low Value
15433.0,3,417.87,Low Value
15434.0,6,997.48,Low Value
15435.0,1,149.29,Low Value
15436.0,3,1122.53,Medium Value
15437.0,1,200.16,Low Value
15438.0,1,156.57999999999998,Low Value
15440.0,3,383.68,Low Value
15442.0,1,594.0,Low Value
15443.0,8,3212.16,Medium Value
15444.0,2,1418.26,Medium Value
15445.0,1,113.5,Low Value
15447.0,1,155.17,Low Value
15448.0,1,494.64,Low Value
15449.0,5,971.22,Low Value
15450.0,1,429.84,Low Value
15452.0,3,538.73,Low Value
15453.0,7,1388.37,Medium Value
15454.0,1,179.1,Low Value
15456.0,3,447.22,Low Value
15457.0,1,237.07,Low Value
15458.0,1,161.64,Low Value
15460.0,1,216.76,Low Value
15462.0,3,234.6,Low Value
15463.0,1,126.14,Low Value
15464.0,1,1048.85,Medium Value
15465.0,24,6945.0199999999995,High Value
15466.0,1,334.53,Low Value
15467.0,4,511.88,Low Value
15468.0,5,438.46,Low Value
15469.0,4,504.5,Low Value
15471.0,1,469.48,Low Value
15472.0,1,371.56,Low Value
15473.0,10,1465.2,Medium Value
15475.0,1,454.10999999999996,Low Value
15478.0,2,1441.42,Medium Value
15480.0,1,905.5,Low Value
15482.0,16,6568.72,High Value
15483.0,4,233.81,Low Value
15484.0,5,3563.11,Medium Value
15485.0,3,2575.0,Medium Value
15488.0,1,91.32000000000001,Low Value
15489.0,4,1090.03,Medium Value
15491.0,7,3090.85,Medium Value
15492.0,2,659.4599999999999,Low Value
15493.0,7,1967.25,Medium Value
15494.0,2,1299.23,Medium Value
15497.0,3,1259.7,Medium Value
15498.0,35,12396.46,High Value
15500.0,4,1131.56,Medium Value
15502.0,23,5541.46,High Value
15503.0,1,147.09,Low Value
15504.0,1,52.83,Low Value
15505.0,7,3497.14,Medium Value
15506.0,3,979.26,Low Value
15507.0,1,492.36,Low Value
15508.0,6,1000.27,Medium Value
15510.0,1,250.0,Low Value
15511.0,5,909.23,Low Value
15512.0,2,121.0,Low Value
15513.0,22,14520.08,High Value
15514.0,13,2963.19,Medium Value
15516.0,3,62.43,Low Value
15517.0,1,267.03,Low Value
15518.0,13,1911.89,Medium Value
15520.0,1,343.5,Low Value
15521.0,13,2574.65,Medium Value
15522.0,2,398.84,Low Value
15523.0,1,412.01000000000005,Low Value
15524.0,1,440.0,Low Value
15525.0,4,811.02,Low Value
15526.0,2,148.44,Low Value
15527.0,10,2348.82,Medium Value
15528.0,1,229.33,Low Value
15529.0,12,3967.78,Medium Value
15530.0,4,1502.35,Medium Value
15531.0,2,2007.44,Medium Value
15532.0,6,1517.08,Medium Value
15533.0,5,746.92,Low Value
15535.0,7,459.9,Low Value
15537.0,1,110.92,Low Value
15539.0,1,538.46,Low Value
15540.0,1,213.3,Low Value
15541.0,1,85.13000000000001,Low Value
15543.0,1,127.86,Low Value
15544.0,11,3542.51,Medium Value
15545.0,2,292.71999999999997,Low Value
15547.0,14,4954.84,Medium Value
15549.0,4,1655.76,Medium Value
15550.0,4,575.63,Low Value
15551.0,1,436.06,Low Value
15552.0,1,90.12,Low Value
15553.0,1,437.23,Low Value
15554.0,1,217.2,Low Value
15555.0,20,4758.2,Medium Value
15556.0,1,279.77,Low Value
15557.0,1,473.65000000000003,Low Value
15561.0,5,722.74,Low Value
15562.0,1,134.55,Low Value
15563.0,7,1319.69,Medium Value
15565.0,2,173.16,Low Value
15567.0,1,186.01,Low Value
15568.0,3,758.29,Low Value
15569.0,5,1375.71,Medium Value
15570.0,13,4109.97,Medium Value
15571.0,4,650.4300000000001,Low Value
15572.0,7,2552.86,Medium Value
15573.0,2,607.45,Low Value
15574.0,4,702.25,Low Value
15576.0,1,940.6700000000001,Low Value
15577.0,3,258.88,Low Value
15578.0,1,127.1,Low Value
15579.0,2,348.6,Low Value
15581.0,14,3429.9700000000003,Medium Value
15582.0,3,682.9100000000001,Low Value
15584.0,5,722.61,Low Value
15585.0,1,455.3,Low Value
15587.0,4,913.6800000000001,Low Value
15589.0,4,456.58,Low Value
15590.0,1,-30.19,
15592.0,1,388.58,Low Value
15593.0,1,199.8,Low Value
15594.0,6,1767.53,Medium Value
15596.0,9,1343.34,Medium Value
15597.0,2,315.71999999999997,Low Value
15598.0,3,235.68,Low Value
15599.0,2,761.74,Low Value
15601.0,17,6745.36,High Value
15602.0,15,1083.63,Medium Value
15603.0,1,48.480000000000004,Low Value
15604.0,1,216.39,Low Value
15605.0,5,1198.23,Medium Value
15606.0,11,2422.64,Medium Value
15607.0,1,104.76,Low Value
15608.0,4,1093.68,Medium Value
15609.0,2,270.03000000000003,Low Value
15610.0,1,112.46000000000001,Low Value
15611.0,15,1568.39,Medium Value
15612.0,2,195.15,Low Value
15615.0,27,10360.04,High Value
15618.0,5,747.031,Low Value
15619.0,1,336.40000000000003,Low Value
15620.0,6,1524.4,Medium Value
15621.0,6,1158.77,Medium Value
15622.0,16,3224.53,Medium Value
15623.0,1,301.03,Low Value
15624.0,4,588.13,Low Value
15625.0,8,1504.56,Medium Value
15626.0,2,675.8,Low Value
15628.0,10,2865.64,Medium Value
15630.0,3,1180.4,Medium Value
15632.0,10,3147.31,Medium Value
15634.0,1,243.55,Low Value
15636.0,2,724.76,Low Value
15637.0,1,223.36,Low Value
15638.0,1,-94.0,
15639.0,1,425.32,Low Value
15640.0,17,12433.34,High Value
15641.0,4,1887.2,Medium Value
15643.0,6,647.4,Low Value
15644.0,4,813.0,Low Value
15645.0,1,612.01,Low Value
15646.0,4,425.14000000000004,Low Value
15648.0,4,599.9,Low Value
15649.0,2,816.0,Low Value
15651.0,3,646.3,Low Value
15652.0,1,337.74,Low Value
15653.0,2,877.4399999999999,Low Value
15654.0,2,922.53,Low Value
15655.0,2,511.32,Low Value
15656.0,4,748.5,Low Value
